B_Req,R_Priority,FP,Complexity,Time,Cost
1687,124,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1688,122,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1689,43,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1690,184,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1691,118,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1692,102,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1693,150,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1694,171,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1695,62,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1696,224,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1697,64,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1698,64,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1699,69,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1700,84,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1701,135,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1702,75,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1703,74,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1704,77,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1705,66,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1706,96,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1707,139,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1708,68,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1709,158,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1710,119,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1711,66,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1712,86,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1713,56,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1714,68,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1715,157,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1716,53,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1717,77,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1718,93,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1719,196,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1720,39,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1721,93,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1722,134,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1723,114,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1724,65,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1725,168,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1726,156,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1727,155,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1728,232,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1729,70,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1730,54,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1731,165,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1732,103,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1733,74,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1734,12,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1735,119,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1736,132,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1737,110,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1738,100,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1739,155,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1740,151,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1741,71,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1742,58,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1743,33,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1744,127,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1745,144,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1746,232,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1747,79,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1748,132,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1749,139,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1750,90,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1751,159,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1752,99,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1753,66,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1754,122,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1755,138,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1756,108,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1757,70,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1758,181,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1759,118,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1760,134,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1761,153,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1762,119,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1763,151,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1764,45,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1765,68,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1766,148,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1767,97,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1768,71,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1769,120,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1770,117,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1771,123,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1772,154,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1773,139,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1774,169,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1775,107,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1776,96,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1777,187,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1778,162,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1779,118,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1780,195,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1781,103,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1782,140,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1783,111,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1784,148,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1785,105,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1786,232,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1787,45,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1788,39,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1789,74,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1790,160,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1791,142,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1792,13,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1793,45,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1794,155,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1795,84,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1796,52,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1797,79,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1798,173,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1799,182,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1800,17,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1801,175,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1802,148,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1803,155,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1804,134,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1805,148,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1806,95,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1807,110,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1808,44,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1809,33,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1810,70,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1811,154,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1812,10,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1813,12,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1814,197,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1815,144,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1816,14,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1817,45,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1818,170,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1819,128,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1820,146,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1821,138,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1822,74,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1823,177,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1824,104,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1825,161,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1826,163,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1827,102,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1828,69,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1829,129,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1830,113,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1831,101,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1832,123,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1833,79,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1834,156,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1835,184,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1836,149,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1837,104,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1838,152,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1839,88,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1840,142,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1841,94,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1842,44,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1843,70,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1844,70,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1845,140,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1846,240,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1847,13,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1848,117,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1849,176,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1850,117,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1851,67,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1852,195,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1853,166,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1854,115,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1855,104,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1856,142,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1857,100,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1858,77,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1859,113,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1860,85,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1861,118,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1862,84,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1863,118,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1864,60,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1865,37,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1866,157,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1867,128,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1868,75,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1869,82,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1870,69,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1871,132,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1872,58,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1873,131,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1874,72,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1875,137,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1876,129,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1877,149,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1878,30,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1879,107,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1880,127,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1881,205,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1882,88,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1883,163,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1884,183,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1885,213,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1886,70,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1887,21,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1888,133,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1889,35,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1890,153,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1891,81,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1892,83,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1893,73,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1894,133,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1895,171,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1896,192,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1897,114,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1898,184,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1899,157,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1900,71,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1901,108,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1902,93,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1903,84,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1904,172,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1905,121,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1906,169,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1907,124,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1908,153,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1909,228,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1910,110,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1911,127,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1912,87,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1913,16,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1914,110,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1915,167,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1916,78,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1917,163,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1918,97,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1919,153,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1920,145,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1921,89,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1922,101,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1923,145,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1924,115,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1925,87,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1926,100,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1927,155,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1928,22,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1929,73,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1930,158,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1931,133,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1932,77,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1933,119,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1934,183,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1935,101,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1936,65,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1937,149,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1938,147,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1939,73,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1940,122,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1941,26,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1942,138,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1943,141,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1944,177,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1945,166,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1946,123,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1947,141,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1948,45,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1949,90,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1950,54,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1951,103,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1952,91,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1953,69,3,-0.02358071892831195,0.3847333236909606,-0.019139858727035417
1954,117,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1955,133,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1956,115,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1957,129,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1958,201,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1959,138,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1960,177,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1961,71,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1962,104,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1963,152,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1964,134,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1965,122,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1966,157,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1967,165,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1968,94,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1969,93,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1970,64,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1971,95,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1972,122,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1973,138,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1974,76,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1975,162,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1976,141,3,1.1974583830783379,0.3847333236909606,0.9546385610986461
1977,119,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1978,144,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1979,138,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1980,203,2,-1.2446198209349617,-0.8009513335116221,-1.175501732270032
1981,90,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1982,140,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1983,153,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1984,236,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1985,122,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1986,34,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1987,161,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1988,185,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
1989,40,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1990,110,4,1.1974583830783379,1.1751897618260156,1.563250073489697
1991,63,2,-0.02358071892831195,-0.8009513335116221,-0.5668902198789812
1992,130,3,-1.2446198209349617,0.3847333236909606,-0.9929182785527169
1993,129,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1994,172,2,1.1974583830783379,-0.8009513335116221,0.04172129251206968
1995,136,1,1.1974583830783379,-1.5914077716466772,-0.5668902198789812
1996,147,4,-0.02358071892831195,1.1751897618260156,0.34602704870759515
1997,175,4,-1.2446198209349617,1.1751897618260156,-0.8711959760745067
1998,136,1,-0.02358071892831195,-1.5914077716466772,-0.9320571273136118
1999,70,1,-1.2446198209349617,-1.5914077716466772,-1.2972240347482424
2000,62,7,-0.02358071892831195,3.546559076231181,2.6100618748023043
2001,165,1,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2002,131,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2003,71,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2004,38,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2005,87,1,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2006,153,4,-1.2446198209349617,0.7799615427584882,-0.7129569828528335
2007,151,2,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2008,56,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2009,151,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2010,114,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2011,69,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2012,94,2,1.1974583830783379,-0.40572311444409453,1.0763608635768562
2013,51,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2014,156,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2015,226,3,-1.2446198209349617,0.7799615427584882,-0.7129569828528335
2016,139,3,-1.2446198209349617,0.7799615427584882,-0.7129569828528335
2017,113,2,1.1974583830783379,0.7799615427584882,2.354445039598063
2018,75,4,-1.2446198209349617,16.98431852452712,2.780473098271799
2019,95,4,1.1974583830783379,1.1751897618260156,2.780473098271799
2020,148,2,1.1974583830783379,-0.40572311444409453,1.0763608635768562
2021,62,2,1.1974583830783379,-0.40572311444409453,1.0763608635768562
2022,164,4,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2023,124,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2024,172,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2025,125,1,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2026,131,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2027,219,1,1.1974583830783379,0.3847333236909606,1.9284169809243275
2028,180,2,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2029,98,3,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2030,196,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2031,130,1,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2032,64,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2033,101,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2034,15,1,-0.02358071892831195,-1.5914077716466772,-0.7129569828528335
2035,132,4,1.1974583830783379,0.7799615427584882,2.354445039598063
2036,105,2,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2037,90,2,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2038,100,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2039,172,1,1.1974583830783379,-1.9866359907142048,-0.6277513711180863
2040,101,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2041,87,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2042,89,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2043,120,4,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2044,178,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2045,18,4,1.1974583830783379,1.1751897618260156,2.780473098271799
2046,154,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2047,80,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2048,188,4,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2049,112,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2050,143,1,-1.2446198209349617,-1.9866359907142048,-1.3093962649960633
2051,106,4,1.1974583830783379,1.1751897618260156,2.780473098271799
2052,146,1,-1.2446198209349617,-1.5914077716466772,-1.2241906532613163
2053,160,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2054,147,1,-0.02358071892831195,-1.9866359907142048,-0.9685738180570749
2055,109,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2056,123,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2057,172,3,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2058,156,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2059,186,2,1.1974583830783379,1.1751897618260156,2.780473098271799
2060,147,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2061,117,1,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2062,115,3,1.1974583830783379,1.1751897618260156,2.780473098271799
2063,30,3,1.1974583830783379,0.3847333236909606,1.9284169809243275
2064,111,3,-0.02358071892831195,1.1751897618260156,1.0763608635768562
2065,109,2,1.1974583830783379,0.3847333236909606,1.9284169809243275
2066,96,3,-0.02358071892831195,0.3847333236909606,0.5651271931683735
2067,95,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2068,144,3,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2069,92,1,-0.02358071892831195,-0.8009513335116221,-0.20172331244435068
2070,104,2,-1.2446198209349617,-1.1961795525791497,-1.1389850415265692
2071,174,2,1.1974583830783379,-1.1961795525791497,0.22430474622938495
2072,125,4,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
2073,143,2,-0.02358071892831195,-1.1961795525791497,-0.4573401476485921
2074,116,4,1.1974583830783379,-0.8009513335116221,0.6503328049031206
2075,90,1,-1.2446198209349617,-0.8009513335116221,-1.053779429791822
2076,126,3,-1.2446198209349617,1.1751897618260156,-0.6277513711180863
2077,77,4,1.1974583830783379,0.3847333236909606,1.9284169809243275
2078,104,2,-1.2446198209349617,0.3847333236909606,-0.7981625945875805
